,Player,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
5706,Chance Warmack,2014,G,Offense,TEN,495000,1807118,2765147,0.02,AFC,AFC South,2,14,0,0.125,4,254,438,-184,0.375,0.503906,No,No
5707,Julian Edelman,2014,WR,Offense,NE,1000000,1250000,2750000,0.02,AFC,AFC East,12,4,0,0.75,1,468,313,155,0.484375,0.511719,Yes,Yes
5708,Chris Johnson,2014,RB,Offense,NYJ,1000000,1500000,2750000,0.021,AFC,AFC East,4,12,0,0.25,4,283,401,-118,0.375,0.542969,No,No
5709,Dominique Rodgers-Cromartie,2014,CB,Defense,NYG,730000,2000000,2750000,0.021,NFC,NFC East,6,10,0,0.375,3,380,400,-20,0.322917,0.511719,No,No
5710,Stevie Brown,2014,SS,Defense,NYG,1725000,0,2750000,0.021,NFC,NFC East,6,10,0,0.375,3,380,400,-20,0.322917,0.511719,No,No
5711,Terrance Knighton,2014,DT,Defense,DEN,1500000,250000,2750000,0.02,AFC,AFC West,12,4,0,0.75,1,482,354,128,0.484375,0.519531,Yes,No
5712,Matt Slauson,2014,G,Offense,CHI,730000,417500,2747500,0.021,NFC,NFC North,5,11,0,0.3125,4,319,442,-123,0.3375,0.527344,No,No
5713,Michael Floyd,2014,WR,Offense,ARI,1296500,1423000,2719500,0.02,NFC,NFC West,11,5,0,0.6875,2,310,299,11,0.477273,0.523438,Yes,No
5714,Nate Solder,2014,LT,Offense,NE,769806,1177817,2717429,0.02,AFC,AFC East,12,4,0,0.75,1,468,313,155,0.484375,0.511719,Yes,Yes
5715,Brandon Browner,2014,CB,Defense,NE,1000000,0,2715706,0.02,AFC,AFC East,12,4,0,0.75,1,468,313,155,0.484375,0.511719,Yes,Yes
5716,Robert Geathers,2014,DE,Defense,CIN,2500000,0,2700000,0.019,AFC,AFC North,10,5,1,0.65625,2,365,344,21,0.425,0.496094,Yes,No
5717,Craig Stevens,2014,TE,Offense,TEN,1600000,1000000,2693750,0.019,AFC,AFC South,2,14,0,0.125,4,254,438,-184,0.375,0.503906,No,No
5718,Bernard Pollard,2014,S,Defense,TEN,1650000,425000,2675000,0.019,AFC,AFC South,2,14,0,0.125,4,254,438,-184,0.375,0.503906,No,No
5719,Drew Stanton,2014,QB,Offense,ARI,1750000,666666,2666666,0.02,NFC,NFC West,11,5,0,0.6875,2,310,299,11,0.477273,0.523438,Yes,No
5720,Jonathan Babineaux,2014,DT,Defense,ATL,2000000,666666,2666666,0.02,NFC,NFC South,6,10,0,0.375,3,381,417,-36,0.375,0.476562,No,No
5721,Willie Young,2014,OLB,Defense,CHI,950000,666666,2666666,0.02,NFC,NFC North,5,11,0,0.3125,4,319,442,-123,0.3375,0.527344,No,No
5722,Malcolm Jenkins,2014,FS,Defense,PHI,1000000,1666666,2666666,0.018,NFC,NFC East,10,6,0,0.625,2,474,400,74,0.4125,0.488281,No,No
5723,Mike Evans,2014,WR,Offense,TB,420000,2240273,2660273,0.019,NFC,NFC South,2,14,0,0.125,4,277,410,-133,0.46875,0.480469,No,No
5724,Corey Liuget,2014,DT,Defense,LAC/SD,758964,1136954,2645918,0.02,AFC,AFC West,9,7,0,0.5625,3,348,348,0,0.402778,0.511719,No,No
5725,Breno Giacomini,2014,RT,Offense,NYJ,1000000,625000,2625000,0.02,AFC,AFC East,4,12,0,0.25,4,283,401,-118,0.375,0.542969,No,No
5726,Jason Kelce,2014,C,Offense,PHI,1398000,1224358,2622358,0.018,NFC,NFC East,10,6,0,0.625,2,474,400,74,0.4125,0.488281,No,No
5727,Adrian Clayborn,2014,DE,Defense,TB,1494567,1117758,2612325,0.019,NFC,NFC South,2,14,0,0.125,4,277,410,-133,0.46875,0.480469,No,No
5728,Prince Amukamara,2014,CB,Defense,NYG,795200,1112436,2603013,0.02,NFC,NFC East,6,10,0,0.375,3,380,400,-20,0.322917,0.511719,No,No
5729,Tyler Polumbus,2014,LT,Offense,WAS,1500000,100000,2600000,0.02,NFC,NFC East,4,12,0,0.25,4,301,438,-137,0.421875,0.496094,No,No
5730,Robbie Gould,2014,K,Special Teams,CHI,1900000,600000,2600000,0.02,NFC,NFC North,5,11,0,0.3125,4,319,442,-123,0.3375,0.527344,No,No
5731,Michael Brockers,2014,DT,Defense,LAR/STL,1255636,1341272,2596908,0.02,NFC,NFC West,6,10,0,0.375,4,324,354,-30,0.427083,0.53125,No,No
5732,D.J. Fluker,2014,G,Offense,LAC/SD,923294,1668182,2591476,0.019,AFC,AFC West,9,7,0,0.5625,3,348,348,0,0.402778,0.511719,No,No
5733,Phil Taylor,2014,DT,Defense,CLE,750000,1096500,2575125,0.016,AFC,AFC North,7,9,0,0.4375,4,299,337,-38,0.366071,0.472656,No,No
5734,K.J. Wright,2014,OLB,Defense,SEA,1431000,1121500,2552500,0.019,NFC,NFC West,12,4,0,0.75,1,394,254,140,0.510417,0.523438,Yes,No
5735,Corey Graham,2014,FS,Defense,BUF,1500000,1000000,2550000,0.017,AFC,AFC East,9,7,0,0.5625,2,343,289,54,0.486111,0.515625,No,No
5736,Anthony Castonzo,2014,LT,Offense,IND,1466058,1079745,2545803,0.019,AFC,AFC South,11,5,0,0.6875,1,458,369,89,0.369318,0.476562,Yes,No
5737,Jared Veldheer,2014,RT,Offense,ARI,1250000,1250000,2500000,0.018,NFC,NFC West,11,5,0,0.6875,2,310,299,11,0.477273,0.523438,Yes,No
5738,Wesley Woodyard,2014,ILB,Defense,TEN,1750000,750000,2500000,0.018,AFC,AFC South,2,14,0,0.125,4,254,438,-184,0.375,0.503906,No,No
5739,Charlie Johnson,2014,G,Offense,MIN,950000,0,2500000,0.019,NFC,NFC North,7,9,0,0.4375,3,325,343,-18,0.303571,0.472656,No,No
5740,Shelley Smith,2014,G,Offense,MIA,2250000,250000,2500000,0.017,AFC,AFC East,8,8,0,0.5,3,388,373,15,0.40625,0.511719,No,No
5741,Calvin Pace,2014,OLB,Defense,NYJ,1375000,125000,2500000,0.019,AFC,AFC East,4,12,0,0.25,4,283,401,-118,0.375,0.542969,No,No
5742,Maurice Jones-Drew,2014,RB,Offense,LV/OAK,1200000,0,2500000,0.019,AFC,AFC West,3,13,0,0.1875,4,253,452,-199,0.541667,0.570312,No,No
5743,Daryl Smith,2014,ILB,Defense,BAL,1600000,875000,2475000,0.019,AFC,AFC North,10,6,0,0.625,3,409,302,107,0.375,0.46875,Yes,No
5744,Glover Quin,2014,FS,Defense,DET,730000,1050000,2472500,0.019,NFC,NFC North,11,5,0,0.6875,2,321,282,39,0.392045,0.46875,Yes,No
5745,Bruce Irvin,2014,OLB,Defense,SEA,1239290,1231607,2470897,0.018,NFC,NFC West,12,4,0,0.75,1,394,254,140,0.510417,0.523438,Yes,No
5746,Cameron Jordan,2014,DE,Defense,NO,1429282,1030709,2459991,0.019,NFC,NFC South,7,9,0,0.4375,2,401,424,-23,0.410714,0.480469,No,No
5747,James Carpenter,2014,G,Offense,SEA,1417000,1014364,2431364,0.018,NFC,NFC West,12,4,0,0.75,1,394,254,140,0.510417,0.523438,Yes,No
5748,John Greco,2014,G,Offense,CLE,730000,0,2430000,0.016,AFC,AFC North,7,9,0,0.4375,4,299,337,-38,0.366071,0.472656,No,No
5749,King Dunlap,2014,LT,Offense,LAC/SD,1600000,475000,2425000,0.018,AFC,AFC West,9,7,0,0.5625,3,348,348,0,0.402778,0.511719,No,No
5750,Manuel Ramirez,2014,G,Offense,DEN,1250000,166666,2416666,0.018,AFC,AFC West,12,4,0,0.75,1,482,354,128,0.484375,0.519531,Yes,No
5751,Quinton Coples,2014,OLB,Defense,NYJ,1190254,1210508,2400762,0.018,AFC,AFC East,4,12,0,0.25,4,283,401,-118,0.375,0.542969,No,No
5752,Chris Williams,2014,G,Offense,BUF,1425000,875000,2400000,0.016,AFC,AFC East,9,7,0,0.5625,2,343,289,54,0.486111,0.515625,No,No
5753,Andy Lee,2014,P,Special Teams,SF,1900000,500000,2400000,0.018,NFC,NFC West,8,8,0,0.5,3,306,340,-34,0.507812,0.527344,No,No
5754,Marcus Gilbert,2014,RT,Offense,PIT,650000,1741802,2391802,0.018,AFC,AFC North,11,5,0,0.6875,1,436,368,68,0.477273,0.445312,Yes,No
5755,Kyle Wilson,2014,CB,Defense,NYJ,1190000,222400,2387400,0.018,AFC,AFC East,4,12,0,0.25,4,283,401,-118,0.375,0.542969,No,No
5756,Jimmy Smith,2014,CB,Defense,BAL,1392504,981672,2374176,0.018,AFC,AFC North,10,6,0,0.625,3,409,302,107,0.375,0.46875,Yes,No
5757,Anquan Boldin,2014,WR,Offense,SF,955000,909000,2364000,0.017,NFC,NFC West,8,8,0,0.5,3,306,340,-34,0.507812,0.527344,No,No
5758,Mark Ingram,2014,RB,Offense,NO,1386375,973500,2359875,0.018,NFC,NFC South,7,9,0,0.4375,2,401,424,-23,0.410714,0.480469,No,No
5759,Henry Melton,2014,DT,Defense,DAL,1250000,250250,2359625,0.018,NFC,NFC East,12,4,0,0.75,1,467,352,115,0.421875,0.445312,Yes,No
5760,Dre Kirkpatrick,2014,CB,Defense,CIN,1173908,1177818,2351726,0.017,AFC,AFC North,10,5,1,0.65625,2,365,344,21,0.425,0.496094,Yes,No
5761,Nolan Carroll,2014,CB,Defense,PHI,750000,0,2350000,0.016,NFC,NFC East,10,6,0,0.625,2,474,400,74,0.4125,0.488281,No,No
5762,D.J. Hayden,2014,CB,Defense,LV/OAK,495000,1472036,2346295,0.018,AFC,AFC West,3,13,0,0.1875,4,253,452,-199,0.541667,0.570312,No,No
5763,Justin Gilbert,2014,CB,Defense,CLE,420000,1913364,2333364,0.015,AFC,AFC North,7,9,0,0.4375,4,299,337,-38,0.366071,0.472656,No,No
5764,Koa Misi,2014,OLB,Defense,MIA,1725000,578000,2328000,0.016,AFC,AFC East,8,8,0,0.5,3,388,373,15,0.40625,0.511719,No,No
5765,Geoff Schwartz,2014,G,Offense,NYG,1500000,800000,2325000,0.018,NFC,NFC East,6,10,0,0.375,3,380,400,-20,0.322917,0.511719,No,No
5766,Kevin Huber,2014,P,Special Teams,CIN,1950000,320000,2320000,0.016,AFC,AFC North,10,5,1,0.65625,2,365,344,21,0.425,0.496094,Yes,No
5767,Anthony Barr,2014,OLB,Defense,MIN,420000,1897000,2317000,0.017,NFC,NFC North,7,9,0,0.4375,3,325,343,-18,0.303571,0.472656,No,No
5768,J.D. Walton,2014,C,Offense,NYG,1250000,625000,2312500,0.018,NFC,NFC East,6,10,0,0.375,3,380,400,-20,0.322917,0.511719,No,No
5769,Joique Bell,2014,RB,Offense,DET,1300000,1000000,2300000,0.017,NFC,NFC North,11,5,0,0.6875,2,321,282,39,0.392045,0.46875,Yes,No
5770,Brandon Myers,2014,TE,Offense,TB,2000000,166666,2291666,0.016,NFC,NFC South,2,14,0,0.125,4,277,410,-133,0.46875,0.480469,No,No
5771,Melvin Ingram,2014,OLB,Defense,LAC/SD,1153476,1136952,2290428,0.017,AFC,AFC West,9,7,0,0.5625,3,348,348,0,0.402778,0.511719,No,No
5772,Sheldon Richardson,2014,DT,Defense,NYJ,862000,1423000,2285000,0.017,AFC,AFC East,4,12,0,0.25,4,283,401,-118,0.375,0.542969,No,No
5773,Brandon Fusco,2014,G,Offense,MIN,1431000,823556,2254556,0.017,NFC,NFC North,7,9,0,0.4375,3,325,343,-18,0.303571,0.472656,No,No
5774,Shea McClellin,2014,OLB,Defense,CHI,1141218,1112436,2253654,0.017,NFC,NFC North,5,11,0,0.3125,4,319,442,-123,0.3375,0.527344,No,No
5775,Trent Richardson,2014,RB,Offense,IND,2252708,0,2252708,0.017,AFC,AFC South,11,5,0,0.6875,1,458,369,89,0.369318,0.476562,Yes,No
5776,Ted Ginn Jr.,2014,WR,Offense,ARI,1000000,750000,2250000,0.017,NFC,NFC West,11,5,0,0.6875,2,310,299,11,0.477273,0.523438,Yes,No
5777,Andre Roberts,2014,WR,Offense,WAS,1250000,1000000,2250000,0.017,NFC,NFC East,4,12,0,0.25,4,301,438,-137,0.421875,0.496094,No,No
5778,Danny Woodhead,2014,RB,Offense,LAC/SD,750000,1500000,2250000,0.017,AFC,AFC West,9,7,0,0.5625,3,348,348,0,0.402778,0.511719,No,No
5779,Adam Vinatieri,2014,K,Special Teams,IND,2000000,250000,2250000,0.017,AFC,AFC South,11,5,0,0.6875,1,458,369,89,0.369318,0.476562,Yes,No
5780,Mark Sanchez,2014,QB,Offense,PHI,1500000,750000,2250000,0.015,NFC,NFC East,10,6,0,0.625,2,474,400,74,0.4125,0.488281,No,No
5781,Kendall Wright,2014,WR,Offense,TEN,570000,1104264,2241396,0.016,AFC,AFC South,2,14,0,0.125,4,254,438,-184,0.375,0.503906,No,No
5782,Logan Paulsen,2014,TE,Offense,WAS,870000,366666,2236666,0.017,NFC,NFC East,4,12,0,0.25,4,301,438,-137,0.421875,0.496094,No,No
5783,Chandler Jones,2014,OLB,Defense,NE,1133045,1096091,2229136,0.016,AFC,AFC East,12,4,0,0.75,1,468,313,155,0.484375,0.511719,Yes,Yes
5784,Eric Ebron,2014,TE,Offense,DET,420000,1807118,2227118,0.017,NFC,NFC North,11,5,0,0.6875,2,321,282,39,0.392045,0.46875,Yes,No
5785,Brandon Pettigrew,2014,TE,Offense,DET,1200000,1000000,2200000,0.017,NFC,NFC North,11,5,0,0.6875,2,321,282,39,0.392045,0.46875,Yes,No
5786,Mike Mitchell,2014,FS,Defense,PIT,750000,950000,2200000,0.016,AFC,AFC North,11,5,0,0.6875,1,436,368,68,0.477273,0.445312,Yes,No
5787,Jacob Tamme,2014,TE,Offense,DEN,1250000,500000,2200000,0.016,AFC,AFC West,12,4,0,0.75,1,482,354,128,0.484375,0.519531,Yes,No
5788,Muhammad Wilkerson,2014,DE,Defense,NYJ,1212500,875000,2187500,0.016,AFC,AFC East,4,12,0,0.25,4,283,401,-118,0.375,0.542969,No,No
5789,Byron Bell,2014,RT,Offense,CAR,2187000,0,2187000,0.016,NFC,NFC South,7,8,1,0.46875,1,339,374,-35,0.357143,0.488281,Yes,No
5790,Dan Williams,2014,DT,Defense,ARI,990000,100000,2185000,0.016,NFC,NFC West,11,5,0,0.6875,2,310,299,11,0.477273,0.523438,Yes,No
5791,Star Lotulelei,2014,DT,Defense,CAR,841568,1341273,2182841,0.016,NFC,NFC South,7,8,1,0.46875,1,339,374,-35,0.357143,0.488281,Yes,No
5792,Riley Reiff,2014,LT,Offense,DET,1116700,1063400,2180100,0.017,NFC,NFC North,11,5,0,0.6875,2,321,282,39,0.392045,0.46875,Yes,No
5793,Steve Smith,2014,WR,Offense,BAL,1000000,1166666,2166666,0.017,AFC,AFC North,10,6,0,0.625,3,409,302,107,0.375,0.46875,Yes,No
5794,Kenny Vaccaro,2014,SS,Defense,NO,833396,1308584,2141980,0.016,NFC,NFC South,7,9,0,0.4375,2,401,424,-23,0.410714,0.480469,No,No
5795,Cameron Heyward,2014,DE,Defense,PIT,1289322,844096,2133418,0.016,AFC,AFC North,11,5,0,0.6875,1,436,368,68,0.477273,0.445312,Yes,No
5796,Rashad Johnson,2014,FS,Defense,ARI,1650000,333333,2133333,0.016,NFC,NFC West,11,5,0,0.6875,2,310,299,11,0.477273,0.523438,Yes,No
5797,David DeCastro,2014,G,Offense,PIT,1100354,1030709,2131063,0.016,AFC,AFC North,11,5,0,0.6875,1,436,368,68,0.477273,0.445312,Yes,No
5798,Jerome Felton,2014,FB,Offense,MIN,1450000,627452,2127452,0.016,NFC,NFC North,7,9,0,0.4375,3,325,343,-18,0.303571,0.472656,No,No
5799,Chris Clark,2014,LT,Offense,DEN,1900000,225666,2125666,0.016,AFC,AFC West,12,4,0,0.75,1,482,354,128,0.484375,0.519531,Yes,No
5800,Tony McDaniel,2014,DT,Defense,SEA,1000000,625000,2125000,0.016,NFC,NFC West,12,4,0,0.75,1,394,254,140,0.510417,0.523438,Yes,No
5801,Dont'a Hightower,2014,OLB,Defense,NE,1092182,1014364,2106546,0.015,AFC,AFC East,12,4,0,0.75,1,468,313,155,0.484375,0.511719,Yes,Yes
5802,Vincent Rey,2014,ILB,Defense,CIN,1000000,0,2100000,0.015,AFC,AFC North,10,5,1,0.65625,2,365,344,21,0.425,0.496094,Yes,No
5803,Zach Strief,2014,RT,Offense,NO,900000,1100000,2100000,0.016,NFC,NFC South,7,9,0,0.4375,2,401,424,-23,0.410714,0.480469,No,No
5804,Cortez Allen,2014,CB,Defense,PIT,650000,1447875,2097875,0.016,AFC,AFC North,11,5,0,0.6875,1,436,368,68,0.477273,0.445312,Yes,No
5805,Taylor Lewan,2014,LT,Offense,TEN,420000,1668183,2088183,0.015,AFC,AFC South,2,14,0,0.125,4,254,438,-184,0.375,0.503906,No,No
5806,Shane Lechler,2014,P,Special Teams,HOU,1750000,333333,2083333,0.016,AFC,AFC South,9,7,0,0.5625,2,372,307,65,0.298611,0.445312,No,No
5807,Whitney Mercilus,2014,OLB,Defense,HOU,1084008,998016,2082024,0.016,AFC,AFC South,9,7,0,0.5625,2,372,307,65,0.298611,0.445312,No,No
5808,Kevin Williams,2014,DT,Defense,SEA,1500000,250000,2078125,0.015,NFC,NFC West,12,4,0,0.75,1,394,254,140,0.510417,0.523438,Yes,No
5809,Jeremy Kerley,2014,WR,Offense,NYJ,1431000,646062,2077062,0.016,AFC,AFC East,4,12,0,0.25,4,283,401,-118,0.375,0.542969,No,No
5810,DeAngelo Hall,2014,CB,Defense,WAS,1250000,812500,2062500,0.016,NFC,NFC East,4,12,0,0.25,4,301,438,-137,0.421875,0.496094,No,No
5811,Kevin Zeitler,2014,G,Offense,CIN,1075836,981673,2057509,0.015,AFC,AFC North,10,5,1,0.65625,2,365,344,21,0.425,0.496094,Yes,No
5812,Dexter McCluster,2014,RB,Offense,TEN,1000000,1000000,2050000,0.015,AFC,AFC South,2,14,0,0.125,4,254,438,-184,0.375,0.503906,No,No
5813,Nick Perry,2014,OLB,Defense,GB,1071750,973500,2045250,0.014,NFC,NFC North,12,4,0,0.75,1,486,348,138,0.4375,0.480469,Yes,No
5814,Dwan Edwards,2014,DT,Defense,CAR,1250000,600000,2037500,0.015,NFC,NFC South,7,8,1,0.46875,1,339,374,-35,0.357143,0.488281,Yes,No
5815,E.J. Manuel,2014,QB,Offense,BUF,808877,1210509,2019386,0.013,AFC,AFC East,9,7,0,0.5625,2,343,289,54,0.486111,0.515625,No,No
5816,Blaine Gabbert,2014,QB,Offense,SF,2011587,0,2011587,0.015,NFC,NFC West,8,8,0,0.5,3,306,340,-34,0.507812,0.527344,No,No
5817,Demar Dotson,2014,RT,Offense,TB,2000000,0,2000000,0.014,NFC,NFC South,2,14,0,0.125,4,277,410,-133,0.46875,0.480469,No,No
5818,Barry Church,2014,SS,Defense,DAL,1500000,500000,2000000,0.015,NFC,NFC East,12,4,0,0.75,1,467,352,115,0.421875,0.445312,Yes,No
5819,Terence Newman,2014,CB,Defense,CIN,1900000,0,2000000,0.014,AFC,AFC North,10,5,1,0.65625,2,365,344,21,0.425,0.496094,Yes,No
5820,Chris Baker,2014,DT,Defense,WAS,950000,1000000,2000000,0.015,NFC,NFC East,4,12,0,0.25,4,301,438,-137,0.421875,0.496094,No,No
5821,Daryn Colledge,2014,G,Offense,MIA,1250000,0,2000000,0.013,AFC,AFC East,8,8,0,0.5,3,388,373,15,0.40625,0.511719,No,No
5822,Brandon LaFell,2014,WR,Offense,NE,800000,1000000,2000000,0.014,AFC,AFC East,12,4,0,0.75,1,468,313,155,0.484375,0.511719,Yes,Yes
5823,Joe Hawley,2014,C,Offense,ATL,1000000,1000000,2000000,0.015,NFC,NFC South,6,10,0,0.375,3,381,417,-36,0.375,0.476562,No,No
5824,Miles Austin,2014,WR,Offense,CLE,1700000,300000,2000000,0.013,AFC,AFC North,7,9,0,0.4375,4,299,337,-38,0.366071,0.472656,No,No
5825,Pat Sims,2014,DT,Defense,LV/OAK,1000000,250000,2000000,0.015,AFC,AFC West,3,13,0,0.1875,4,253,452,-199,0.541667,0.570312,No,No
5826,Willie Colon,2014,G,Offense,NYJ,1000000,250000,2000000,0.015,AFC,AFC East,4,12,0,0.25,4,283,401,-118,0.375,0.542969,No,No
5827,Darren Sproles,2014,RB,Offense,PHI,1000000,1000000,2000000,0.013,NFC,NFC East,10,6,0,0.625,2,474,400,74,0.4125,0.488281,No,No
5828,Phil Dawson,2014,K,Special Teams,SF,1000000,1000000,2000000,0.015,NFC,NFC West,8,8,0,0.5,3,306,340,-34,0.507812,0.527344,No,No
5829,Tramaine Brock,2014,CB,Defense,SF,800000,750000,2000000,0.015,NFC,NFC West,8,8,0,0.5,3,306,340,-34,0.507812,0.527344,No,No
5830,Jarvis Jones,2014,OLB,Defense,PIT,800705,1177818,1978523,0.015,AFC,AFC North,11,5,0,0.6875,1,436,368,68,0.477273,0.445312,Yes,No
5831,Steve Weatherford,2014,P,Special Teams,NYG,900000,650000,1975000,0.015,NFC,NFC East,6,10,0,0.375,3,380,400,-20,0.322917,0.511719,No,No
5832,Joe Mays,2014,ILB,Defense,KC,730000,1000000,1968750,0.015,AFC,AFC West,9,7,0,0.5625,2,353,281,72,0.5,0.511719,No,No
5833,Ropati Pitoitua,2014,DE,Defense,TEN,975000,725000,1950000,0.014,AFC,AFC South,2,14,0,0.125,4,254,438,-184,0.375,0.503906,No,No
5834,Ramon Foster,2014,G,Offense,PIT,1650000,300000,1950000,0.015,AFC,AFC North,11,5,0,0.6875,1,436,368,68,0.477273,0.445312,Yes,No
5835,Harrison Smith,2014,FS,Defense,MIN,1038958,907918,1946876,0.015,NFC,NFC North,7,9,0,0.4375,3,325,343,-18,0.303571,0.472656,No,No
5836,Eric Reid,2014,SS,Defense,SF,790489,1136955,1927444,0.014,NFC,NFC West,8,8,0,0.5,3,306,340,-34,0.507812,0.527344,No,No
5837,Jameel McClain,2014,ILB,Defense,NYG,1250000,300000,1925000,0.015,NFC,NFC East,6,10,0,0.375,3,380,400,-20,0.322917,0.511719,No,No
5838,Will Montgomery,2014,C,Offense,DEN,1200000,0,1925000,0.014,AFC,AFC West,12,4,0,0.75,1,482,354,128,0.484375,0.519531,Yes,No
5839,Corey Hilliard,2014,RT,Offense,DET,1285000,250000,1900000,0.014,NFC,NFC North,11,5,0,0.6875,2,321,282,39,0.392045,0.46875,Yes,No
5840,Scott Chandler,2014,TE,Offense,BUF,1250000,600000,1900000,0.013,AFC,AFC East,9,7,0,0.5625,2,343,289,54,0.486111,0.515625,No,No
5841,Jeff Cumberland,2014,TE,Offense,NYJ,900000,0,1900000,0.014,AFC,AFC East,4,12,0,0.25,4,283,401,-118,0.375,0.542969,No,No
5842,Justin Pugh,2014,G,Offense,NYG,784359,1112436,1896795,0.014,NFC,NFC East,6,10,0,0.375,3,380,400,-20,0.322917,0.511719,No,No
5843,"Odell Beckham, Jr.",2014,WR,Offense,NYG,420000,1472036,1892036,0.014,NFC,NFC East,6,10,0,0.375,3,380,400,-20,0.322917,0.511719,No,No
5844,Kyle Long,2014,G,Offense,CHI,782316,1104264,1886580,0.014,NFC,NFC North,5,11,0,0.3125,4,319,442,-123,0.3375,0.527344,No,No
5845,Tyler Eifert,2014,TE,Offense,CIN,780273,1096091,1876364,0.013,AFC,AFC North,10,5,1,0.65625,2,365,344,21,0.425,0.496094,Yes,No
5846,Mike Jenkins,2014,CB,Defense,TB,1250000,250000,1875000,0.014,NFC,NFC South,2,14,0,0.125,4,277,410,-133,0.46875,0.480469,No,No
5847,Jacoby Jones,2014,WR,Offense,BAL,1000000,875000,1875000,0.014,AFC,AFC North,10,6,0,0.625,3,409,302,107,0.375,0.46875,Yes,No
5848,Samson Satele,2014,C,Offense,MIA,1250000,0,1859375,0.012,AFC,AFC East,8,8,0,0.5,3,388,373,15,0.40625,0.511719,No,No
5849,Desmond Trufant,2014,CB,Defense,ATL,776125,1079745,1855870,0.014,NFC,NFC South,6,10,0,0.375,3,381,417,-36,0.375,0.476562,No,No
5850,Doug Martin,2014,RB,Offense,TB,1007048,844096,1851144,0.013,NFC,NFC South,2,14,0,0.125,4,277,410,-133,0.46875,0.480469,No,No
5851,Rafael Bush,2014,FS,Defense,NO,1850000,0,1850000,0.014,NFC,NFC South,7,9,0,0.4375,2,401,424,-23,0.410714,0.480469,No,No
5852,Keith Rivers,2014,OLB,Defense,BUF,1250000,500000,1850000,0.012,AFC,AFC East,9,7,0,0.5625,2,343,289,54,0.486111,0.515625,No,No
5853,Khalif Barnes,2014,LT,Offense,LV/OAK,900000,100000,1850000,0.014,AFC,AFC West,3,13,0,0.1875,4,253,452,-199,0.541667,0.570312,No,No
5854,Aaron Donald,2014,DT,Defense,LAR/STL,420000,1423000,1843000,0.014,NFC,NFC West,6,10,0,0.375,4,324,354,-30,0.427083,0.53125,No,No
5855,John Phillips,2014,TE,Offense,LAC/SD,1175000,666666,1841666,0.014,AFC,AFC West,9,7,0,0.5625,3,348,348,0,0.402778,0.511719,No,No
5856,Sharrif Floyd,2014,DT,Defense,MIN,772100,1063400,1835500,0.014,NFC,NFC North,7,9,0,0.4375,3,325,343,-18,0.303571,0.472656,No,No
5857,Jermey Parnell,2014,RT,Offense,DAL,1500000,333333,1833333,0.014,NFC,NFC East,12,4,0,0.75,1,467,352,115,0.421875,0.445312,Yes,No
5858,Devin Hester,2014,WR,Offense,ATL,1000000,833333,1833333,0.014,NFC,NFC South,6,10,0,0.375,3,381,417,-36,0.375,0.476562,No,No
5859,Donald Brown,2014,RB,Offense,LAC/SD,750000,1083333,1833333,0.014,AFC,AFC West,9,7,0,0.5625,3,348,348,0,0.402778,0.511719,No,No
5860,Bruce Gradkowski,2014,QB,Offense,PIT,1550000,283333,1833333,0.014,AFC,AFC North,11,5,0,0.6875,1,436,368,68,0.477273,0.445312,Yes,No
5861,Dawan Landry,2014,S,Defense,NYJ,1500000,325000,1825000,0.014,AFC,AFC East,4,12,0,0.25,4,283,401,-118,0.375,0.542969,No,No
5862,David Wilson,2014,RB,Offense,NYG,997682,825364,1823046,0.014,NFC,NFC East,6,10,0,0.375,3,380,400,-20,0.322917,0.511719,No,No
5863,Dan Carpenter,2014,K,Special Teams,BUF,1250000,537500,1812500,0.012,AFC,AFC East,9,7,0,0.5625,2,343,289,54,0.486111,0.515625,No,No
5864,Marcus Cannon,2014,RT,Offense,NE,693843,1116791,1810634,0.013,AFC,AFC East,12,4,0,0.75,1,468,313,155,0.484375,0.511719,Yes,Yes
5865,Wallace Gilberry,2014,DE,Defense,CIN,1500000,200000,1800000,0.013,AFC,AFC North,10,5,1,0.65625,2,365,344,21,0.425,0.496094,Yes,No
5866,Riley Cooper,2014,WR,Offense,PHI,1000000,800000,1800000,0.012,NFC,NFC East,10,6,0,0.625,2,474,400,74,0.4125,0.488281,No,No
5867,Bjoern Werner,2014,OLB,Defense,IND,763927,1030708,1794635,0.014,AFC,AFC South,11,5,0,0.6875,1,458,369,89,0.369318,0.476562,Yes,No
5868,Nate Garner,2014,RT,Offense,MIA,1600000,166666,1791666,0.012,AFC,AFC East,8,8,0,0.5,3,388,373,15,0.40625,0.511719,No,No
5869,Xavier Rhodes,2014,CB,Defense,MIN,759841,1014364,1774205,0.013,NFC,NFC North,7,9,0,0.4375,3,325,343,-18,0.303571,0.472656,No,No
5870,Mike Pollak,2014,G,Offense,CIN,1025000,166666,1766666,0.013,AFC,AFC North,10,5,1,0.65625,2,365,344,21,0.425,0.496094,Yes,No
5871,Shaun Suisham,2014,K,Special Teams,PIT,855000,907500,1762500,0.013,AFC,AFC North,11,5,0,0.6875,1,436,368,68,0.477273,0.445312,Yes,No
