Player,Age,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap_Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win%,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won_Superbowl
Randy Starks,28,2011,DE,Defense,MIA,3625000,1150000,4900000,0.038,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
Alex Smith,27,2011,QB,Offense,SF,4000000,0,4900000,0.036,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
Michael Boley,29,2011,LB,Defense,NYG,3500000,1400000,4900000,0.04,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
Josh Sitton,25,2011,G,Offense,GB,700000,1296000,4896000,0.039,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
Ryan Clady,25,2011,LT,Offense,DEN,2550000,0,4879375,0.033,AFC,AFC West,8,8,0,0.5,1,309,390,-81,0.445312,0.519531,Yes,No
Sheldon Brown,32,2011,CB,Defense,CLE,3100000,1666667,4866667,0.038,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
Joe Haden,22,2011,CB,Defense,CLE,2558165,2000000,4864727,0.038,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
Channing Crowder,28,2011,LB,Defense,MIA,2500000,1250000,4850000,0.038,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
David Diehl,31,2011,RT,Offense,NYG,4000000,500000,4850000,0.04,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
Cortland Finnegan,27,2011,CB,Defense,TEN,3793000,1000000,4793000,0.037,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
Roberto Garza,32,2011,C,Offense,CHI,4775000,0,4775000,0.037,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
D'Qwell Jackson,28,2011,ILB,Defense,CLE,4750000,0,4750000,0.037,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
Eugene Amano,29,2011,C,Offense,TEN,2680000,2067500,4747500,0.037,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
Jason Pierre-Paul,22,2011,DE,Defense,NYG,475000,150000,4698000,0.039,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
Owen Daniels,29,2011,TE,Offense,HOU,3000000,750000,4687500,0.039,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
Aaron Smith,35,2011,DE,Defense,PIT,2211358,2475000,4686358,0.039,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
Vince Wilfork,30,2011,DT,Defense,NE,810000,3600000,4645000,0.037,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
Brandon Graham,23,2011,DE,Defense,PHI,450000,0,4640000,0.035,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
Ryan Kalil,26,2011,C,Offense,CAR,1000000,3600000,4600000,0.037,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
Jason Campbell,29,2011,QB,Offense,LV/OAK,4500000,0,4600000,0.037,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
Jeff Faine,30,2011,C,Offense,TB,4575000,0,4575000,0.032,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
Lance Briggs,31,2011,OLB,Defense,CHI,3650000,666667,4566667,0.036,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
Benjamin Watson,31,2011,TE,Offense,CLE,2420000,2116666,4536666,0.035,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
Derrick Morgan,25,2011,OLB,Defense,TEN,405000,166668,4511668,0.035,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
Rashean Mathis,31,2011,CB,Defense,JAX,4450000,0,4500000,0.03,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
Stephen Bowen,27,2011,DE,Defense,WAS,3000000,1500000,4500000,0.034,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
Domata Peko,27,2011,DT,Defense,CIN,3300000,1000000,4500000,0.033,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
Chris Kelsay,32,2011,DE,Defense,BUF,2000000,400000,4500000,0.032,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
Wes Welker,30,2011,WR,Offense,NE,2150000,1100000,4475000,0.035,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
Chris Gocong,28,2011,LB,Defense,CLE,3821000,612500,4433500,0.034,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
Dominic Raiola,33,2011,C,Offense,DET,2400000,700000,4412500,0.036,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
Marques Colston,28,2011,WR,Offense,NO,3000000,1250000,4406250,0.035,NFC,NFC South,13,3,0,0.8125,1,547,339,208,0.442308,0.441406,Yes,No
Julius Peppers,31,2011,DE,Defense,CHI,900000,1083333,4383333,0.034,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
Robert Mathis,30,2011,OLB,Defense,IND,2410000,0,4350000,0.035,AFC,AFC South,2,14,0,0.125,4,243,430,-187,0.59375,0.539062,No,No
Cedric Griffin,29,2011,CB,Defense,MIN,3350000,1000000,4350000,0.036,NFC,NFC North,3,13,0,0.1875,4,340,449,-109,0.395833,0.558594,No,No
Robert Gallery,31,2011,T,Offense,SEA,4000000,333333,4333333,0.031,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
Cedric Benson,29,2011,RB,Offense,CIN,2823353,250000,4323353,0.032,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
Joseph Addai,28,2011,RB,Offense,IND,2450000,1860000,4310000,0.035,AFC,AFC South,2,14,0,0.125,4,243,430,-187,0.59375,0.539062,No,No
Shane Lechler,35,2011,P,Special Teams,LV/OAK,3200000,1100000,4300000,0.035,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
Michael Griffin,26,2011,FS,Defense,TEN,3310500,170002,4256752,0.033,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
Shawne Merriman,27,2011,LB,Defense,BUF,2750000,500010,4250010,0.03,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
Carlos Rogers,30,2011,CB,Defense,SF,2125000,2125000,4250000,0.031,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
Nick Collins,28,2011,S,Defense,GB,2900000,1000000,4237500,0.034,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
Leon Hall,27,2011,CB,Defense,CIN,3037500,0,4230000,0.031,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
Stanford Routt,28,2011,CB,Defense,LV/OAK,685000,1666667,4214666,0.034,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
Brandon Mebane,26,2011,DT,Defense,SEA,4000000,200000,4200000,0.03,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
Justin Blalock,28,2011,G,Offense,ATL,2000000,2200000,4200000,0.035,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
Nate Washington,28,2011,WR,Offense,TEN,3300000,900000,4200000,0.033,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
Visanthe Shiancoe,31,2011,TE,Offense,MIN,3100000,1000000,4200000,0.034,NFC,NFC North,3,13,0,0.1875,4,340,449,-109,0.395833,0.558594,No,No
Drayton Florence,31,2011,CB,Defense,BUF,3000000,666667,4166667,0.03,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
Santana Moss,32,2011,WR,Offense,WAS,2250000,1666666,4166666,0.031,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
Andre' Goodman,33,2011,CB,Defense,DEN,2880000,1200000,4080000,0.028,AFC,AFC West,8,8,0,0.5,1,309,390,-81,0.445312,0.519531,Yes,No
Earl Thomas,22,2011,FS,Defense,SEA,625000,100000,4066075,0.029,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
Jammal Brown,30,2011,T,Offense,WAS,2750000,1100000,4037500,0.03,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
Cam Newton,22,2011,QB,Offense,CAR,375000,3629636,4004636,0.033,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
Charlie Whitehurst,29,2011,QB,Offense,SEA,4000000,0,4000000,0.028,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
David Harris,27,2011,ILB,Defense,NYJ,2000000,2000000,4000000,0.031,AFC,AFC East,8,8,0,0.5,2,377,363,14,0.398438,0.5,No,No
Jonathan Babineaux,30,2011,DT,Defense,ATL,3500000,500000,4000000,0.033,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
Matt Light,33,2011,T,Offense,NE,1000000,3000000,4000000,0.032,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
Shaun Ellis,34,2011,DE,Defense,NE,1500000,750000,4000000,0.032,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
Bradie James,30,2011,LB,Defense,DAL,3500000,0,4000000,0.029,NFC,NFC East,8,8,0,0.5,3,369,347,22,0.375,0.472656,No,No
Kevin Walter,30,2011,WR,Offense,HOU,3000000,1000000,4000000,0.033,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
Marshal Yanda,27,2011,G,Offense,BAL,2000000,2000000,4000000,0.032,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
Matt Birk,35,2011,C,Offense,BAL,3000000,1000000,4000000,0.032,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
Ronde Barber,36,2011,S,Defense,TB,4000000,0,4000000,0.028,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
Kevin Kolb,27,2011,QB,Offense,ARI,2000000,2000000,4000000,0.033,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
Vince Young,28,2011,QB,Offense,PHI,1500000,2000000,4000000,0.031,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
Steve Smith,26,2011,WR,Offense,PHI,4000000,0,4000000,0.031,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
Barrett Ruud,28,2011,LB,Defense,TEN,2000000,2000000,4000000,0.031,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
Jovan Haye,29,2011,DT,Defense,TEN,3000000,1000000,4000000,0.031,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
Tamba Hali,28,2011,OLB,Defense,KC,1000000,2964706,3964706,0.028,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
Kyle Williams,28,2011,DT,Defense,BUF,3000000,950000,3950000,0.028,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
Ryan Pickett,32,2011,DT,Defense,GB,2700000,500000,3937500,0.031,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
Kerry Rhodes,29,2011,S,Defense,ARI,2425000,0,3925000,0.032,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
Dwan Edwards,30,2011,DT,Defense,BUF,2600000,0,3900000,0.028,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
Ben Grubbs,27,2011,G,Offense,BAL,2995000,200000,3875000,0.031,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
Jeremy Maclin,23,2011,WR,Offense,PHI,2503000,0,3853000,0.029,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
Marcedes Lewis,27,2011,TE,Offense,JAX,1650000,1400000,3850000,0.025,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
Keith Rivers,25,2011,OLB,Defense,CIN,1735000,204166,3829166,0.028,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
Chris Johnson,32,2011,CB,Defense,LV/OAK,2823529,1000000,3823529,0.031,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
Von Miller,22,2011,OLB,Defense,DEN,375000,3443251,3818251,0.026,AFC,AFC West,8,8,0,0.5,1,309,390,-81,0.445312,0.519531,Yes,No
Dwayne Bowe,27,2011,WR,Offense,KC,2765000,280000,3815000,0.026,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
Ike Taylor,31,2011,CB,Defense,PIT,1250000,1812500,3812500,0.032,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
Jeremy Shockey,31,2011,TE,Offense,CAR,3000000,0,3812500,0.031,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
Heath Miller,29,2011,TE,Offense,PIT,1000000,850000,3796500,0.031,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
Gerald McCoy,23,2011,DT,Defense,TB,873750,600000,3768750,0.026,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
Sam Baker,26,2011,LT,Offense,ATL,2576250,0,3760000,0.031,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
Ovie Mughelli,31,2011,RB,Offense,ATL,3000000,500000,3750000,0.031,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
Quentin Jammer,32,2011,S,Defense,LAC/SD,3750000,0,3750000,0.031,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
Kevin Boss,27,2011,TE,Offense,LV/OAK,3000000,750000,3750000,0.03,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
Reggie Bush,26,2011,RB,Offense,MIA,2500000,1250000,3750000,0.029,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
Sebastian Janikowski,33,2011,K,Special Teams,LV/OAK,2600000,750000,3725000,0.03,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
Marcell Dareus,22,2011,DT,Defense,BUF,375000,3335418,3710418,0.027,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
Greg Jones,30,2011,FB,Offense,JAX,3100000,500000,3700000,0.024,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
Bryan Thomas,32,2011,LB,Defense,NYJ,3200000,0,3700000,0.029,AFC,AFC East,8,8,0,0.5,2,377,363,14,0.398438,0.5,No,No
Nick Hardwick,30,2011,C,Offense,LAC/SD,3675000,0,3675000,0.031,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
Roman Harper,29,2011,SS,Defense,NO,1900000,1750000,3650000,0.029,NFC,NFC South,13,3,0,0.8125,1,547,339,208,0.442308,0.441406,Yes,No
Osi Umenyiora,30,2011,OLB,Defense,NYG,3125000,0,3625000,0.03,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
Hines Ward,35,2011,WR,Offense,PIT,3000000,610000,3610000,0.03,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
Eric Weddle,26,2011,FS,Defense,LAC/SD,1000000,2600000,3600000,0.03,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
Bryant Johnson,30,2011,WR,Offense,DET,3200000,400000,3600000,0.03,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
Chris Clemons,30,2011,DE,Defense,SEA,2300000,0,3585000,0.025,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
A.J. Green,23,2011,WR,Offense,CIN,375000,3204655,3579655,0.026,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
Josh Brown,32,2011,K,Special Teams,LAR/STL,2600000,800000,3556176,0.029,NFC,NFC West,2,14,0,0.125,4,193,407,-214,0.53125,0.589844,No,No
Scott Fujita,32,2011,LB,Defense,CLE,2400000,1100000,3500000,0.027,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
Dan Koppen,32,2011,C,Offense,NE,2900000,0,3500000,0.028,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
Jeromey Clary,28,2011,G,Offense,LAC/SD,1800000,1700000,3500000,0.029,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
Danieal Manning,29,2011,S,Defense,HOU,2000000,1500000,3500000,0.029,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
Chris Myers,30,2011,C,Offense,HOU,2750000,750000,3500000,0.029,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
Michael Koenen,29,2011,P,Special Teams,TB,3500000,0,3500000,0.024,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
Richard Marshall,27,2011,CB,Defense,ARI,3000000,500000,3500000,0.029,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
Manny Lawson,27,2011,OLB,Defense,CIN,3500000,0,3500000,0.026,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
Nick Barnett,30,2011,ILB,Defense,BUF,2000000,500000,3500000,0.025,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
Brad Smith,28,2011,WR,Offense,BUF,2000000,500000,3500000,0.025,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
Antrel Rolle,29,2011,SS,Defense,NYG,1250000,1000000,3500000,0.029,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
Eric Wright,26,2011,CB,Defense,DET,2000000,1500000,3500000,0.029,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
Will Witherspoon,31,2011,OLB,Defense,TEN,2500000,1000000,3500000,0.027,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
Kyle Vanden Bosch,33,2011,DE,Defense,DET,810000,2667500,3477500,0.029,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
Brandon Flowers,25,2011,CB,Defense,KC,1000000,2380000,3470000,0.024,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
Sage Rosenfels,33,2011,QB,Offense,NYG,3000000,466667,3466667,0.029,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
Desmond Bishop,27,2011,OLB,Defense,GB,1188000,800000,3431750,0.027,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
Geoff Hangartner,29,2011,G,Offense,CAR,2550000,750000,3400000,0.028,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
Derrick Johnson,29,2011,ILB,Defense,KC,3150000,0,3400000,0.024,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
Patrick Peterson,21,2011,CB,Defense,ARI,375000,2975818,3350818,0.027,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
Brett Keisel,33,2011,DE,Defense,PIT,1000000,1675000,3350000,0.028,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
Josh Wilson,26,2011,CB,Defense,WAS,2000000,1333333,3333333,0.025,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
Cooper Carlisle,34,2011,G,Offense,LV/OAK,2500000,300000,3300000,0.027,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
Lee Evans,30,2011,WR,Offense,BAL,3175000,0,3275000,0.026,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
Donald Brown,24,2011,RB,Offense,IND,635000,200000,3255000,0.027,AFC,AFC South,2,14,0,0.125,4,243,430,-187,0.59375,0.539062,No,No
Tarvaris Jackson,28,2011,QB,Offense,SEA,2000000,750000,3250000,0.023,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
Phil Dawson,36,2011,K,Special Teams,CLE,3250000,0,3250000,0.025,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
Santonio Holmes,27,2011,WR,Offense,NYJ,1000000,1250000,3250000,0.025,AFC,AFC East,8,8,0,0.5,2,377,363,14,0.398438,0.5,No,No
John Henderson,32,2011,DT,Defense,LV/OAK,2500000,750000,3250000,0.026,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
Brandon Meriweather,27,2011,SS,Defense,CHI,2250000,1000000,3250000,0.025,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
Matt Moore,27,2011,QB,Offense,MIA,2500000,750000,3250000,0.025,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
Darryl Tapp,27,2011,DE,Defense,PHI,2250000,1000000,3250000,0.025,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
Stephen Tulloch,26,2011,ILB,Defense,DET,3250000,0,3250000,0.027,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
Devery Henderson,29,2011,WR,Offense,NO,2250000,875000,3225000,0.026,NFC,NFC South,13,3,0,0.8125,1,547,339,208,0.442308,0.441406,Yes,No
Sidney Rice,25,2011,WR,Offense,SEA,2000000,1200000,3200000,0.023,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
Jon Kitna,39,2011,QB,Offense,DAL,2600000,600000,3200000,0.023,NFC,NFC East,8,8,0,0.5,3,369,347,22,0.375,0.472656,No,No
Shawntae Spencer,29,2011,CB,Defense,SF,3100000,0,3200000,0.023,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
Eugene Monroe,24,2011,LT,Offense,JAX,1242500,345000,3172000,0.021,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
Brian Dawkins,38,2011,S,Defense,DEN,1600000,1556000,3156000,0.022,AFC,AFC West,8,8,0,0.5,1,309,390,-81,0.445312,0.519531,Yes,No
Clark Haggans,34,2011,LB,Defense,ARI,2500000,0,3150000,0.026,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
Devin McCourty,24,2011,FS,Defense,NE,450000,300000,3135000,0.025,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
Mike Williams,27,2011,WR,Offense,SEA,1750000,125000,3125000,0.022,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
Scott Wells,30,2011,C,Offense,GB,2750000,0,3100000,0.025,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
Jacob Bell,30,2011,G,Offense,LAR/STL,810000,0,3100000,0.025,NFC,NFC West,2,14,0,0.125,4,193,407,-214,0.53125,0.589844,No,No
Adam Snyder,29,2011,G,Offense,SF,2000000,1000000,3100000,0.023,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
B.J. Raji,25,2011,DT,Defense,GB,955000,480000,3060000,0.024,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
Alan Branch,27,2011,DT,Defense,SEA,2500000,250000,3050000,0.022,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
Chris Redman,34,2011,QB,Offense,ATL,2550000,500000,3050000,0.025,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
DeMeco Ryans,27,2011,ILB,Defense,HOU,800000,1250000,3050000,0.025,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
Winston Justice,27,2011,LT,Offense,PHI,2000000,956000,3031000,0.023,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
Stephen Peterman,29,2011,G,Offense,DET,2900000,0,3028000,0.025,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
Brent Celek,26,2011,TE,Offense,PHI,1215000,1200000,3023000,0.023,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
Plaxico Burress,34,2011,WR,Offense,NYJ,3017000,0,3017000,0.024,AFC,AFC East,8,8,0,0.5,2,377,363,14,0.398438,0.5,No,No
Paul Posluszny,27,2011,OLB,Defense,JAX,1000000,2000000,3000000,0.02,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
Larry Foote,31,2011,ILB,Defense,PIT,2400000,600000,3000000,0.025,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
Matt Roth,29,2011,DE,Defense,JAX,2500000,500000,3000000,0.02,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
Zach Miller,26,2011,TE,Offense,SEA,2000000,1000000,3000000,0.021,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
Rocky McIntosh,29,2011,OLB,Defense,WAS,1250000,1500000,3000000,0.022,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
Andre Gurode,32,2011,C,Offense,BAL,3000000,0,3000000,0.024,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
Stewart Bradley,28,2011,ILB,Defense,ARI,2000000,1000000,3000000,0.025,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
Jim Kleinsasser,34,2011,TE,Offense,MIN,3000000,0,3000000,0.025,NFC,NFC North,3,13,0,0.1875,4,340,449,-109,0.395833,0.558594,No,No
Julio Jones,22,2011,WR,Offense,ATL,390000,2567500,2957500,0.025,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
Gosder Cherilus,27,2011,RT,Offense,DET,610000,1205000,2920000,0.024,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
James Anderson,28,2011,OLB,Defense,CAR,1500000,1400000,2900000,0.024,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
Adam Podlesh,28,2011,P,Special Teams,CHI,1000000,400000,2900000,0.023,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
