Player,Age,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap_Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win%,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won_Superbowl
Andrew Wingard,24,2020,FS,Defense,JAX,616176,1666,617842,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Taybor Pepper,26,2020,LS,Special Teams,SF,617647,0,617647,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Shaquem Griffin,25,2020,LB,Defense,SEA,617647,0,617647,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
Reggie Gilliam,23,2020,FB,Offense,BUF,610000,6666,616666,0.003,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
Rodrigo Blankenship,23,2020,K,Special Teams,IND,610000,6667,616666,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
Luq Barcoo,22,2020,CB,Defense,JAX,610000,6667,616666,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Robert Spillane,25,2020,ILB,Defense,PIT,616178,0,616178,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
Daniel Thomas,22,2020,SS,Defense,JAX,535878,79279,615157,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Sam Franklin,24,2020,SS,Defense,CAR,610000,5000,615000,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
Bryce Huff,22,2020,OLB,Defense,NYJ,610000,5000,615000,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
Trishton Jackson,22,2020,WR,Offense,LAR/STL,610000,4333,614333,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
Sean McKeon,23,2020,TE,Offense,DAL,610000,4000,614000,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Dan Chisena,23,2020,WR,Offense,MIN,610000,3333,613333,0.003,NFC,NFC North,7,9,0,0.4375,3,430,475,-45,0.366071,0.503906,No,No
Rico Dowdle,22,2020,RB,Offense,DAL,610000,3333,613333,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Terence Steele,23,2020,LT,Offense,DAL,610000,3333,613333,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Malcolm Roach,22,2020,DT,Defense,NO,610000,3333,613333,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
Yasir Durant,22,2020,LT,Offense,KC,610000,3333,613333,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
Aaron Brewer,23,2020,C,Offense,TEN,610000,3333,613333,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
Xavier Jones,23,2020,RB,Offense,LAR/STL,610000,3000,613000,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
James Pierre,24,2020,CB,Defense,PIT,610000,3000,613000,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
Isaiah Hodgins,22,2020,WR,Offense,BUF,572941,39722,612663,0.003,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
Tommy Townsend,24,2020,P,Special Teams,KC,610000,2500,612500,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
Doug Costin,23,2020,DT,Defense,JAX,610000,2500,612500,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Isaiah Wright,23,2020,WR,Offense,WAS,610000,1666,611666,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Tershawn Wharton,22,2020,DT,Defense,KC,610000,1666,611666,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
Myles Hartsfield,23,2020,CB,Defense,CAR,610000,1666,611666,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
James Robinson,22,2020,RB,Offense,JAX,610000,1666,611666,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Tommy Sweeney,25,2020,TE,Offense,BUF,586857,24046,610903,0.003,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
Ross Matiscik,24,2020,LS,Special Teams,JAX,610000,333,610333,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Demetrius Flannigan-Fowles,24,2020,SS,Defense,SF,610000,0,610000,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Kevin Givens,23,2020,DT,Defense,SF,610000,0,610000,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Kendal Vickers,25,2020,DT,Defense,LV/OAK,610000,0,610000,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
Krys Barnes,22,2020,LB,Defense,GB,610000,0,610000,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Randy Ramsey,25,2020,OLB,Defense,GB,610000,0,610000,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Malik Taylor,25,2020,WR,Offense,GB,610000,0,610000,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Raymond Calais,22,2020,RB,Offense,LAR/STL,610000,0,610000,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
Derrick Kelly,25,2020,G,Offense,NO,610000,0,610000,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
J.C. Hassenauer,26,2020,C,Offense,PIT,610000,0,610000,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
Jack Fox,24,2020,P,Special Teams,DET,610000,0,610000,0.003,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
Matt Nelson,25,2020,RT,Offense,DET,610000,0,610000,0.003,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
Nick Keizer,25,2020,TE,Offense,KC,610000,0,610000,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
Joseph Charlton,23,2020,P,Special Teams,CAR,610000,0,610000,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
Colin Thompson,27,2020,TE,Offense,CAR,610000,0,610000,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
Tevaughn Campbell,27,2020,CB,Defense,LAC/SD,610000,0,610000,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Donald Parham,23,2020,TE,Offense,LAC/SD,610000,0,610000,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Tyree St. Louis,23,2020,LT,Offense,LAC/SD,610000,0,610000,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Lynn Bowden,23,2020,RB,Offense,MIA,610000,0,610000,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
J.J. Taylor,22,2020,RB,Offense,NE,610000,0,610000,0.003,AFC,AFC East,7,9,0,0.4375,3,326,353,-27,0.428571,0.527344,No,No
Logan Woodside,25,2020,QB,Offense,TEN,610000,0,610000,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
Jason Huntley,22,2020,RB,Offense,PHI,610000,0,610000,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Jacob Bobenmoyer,23,2020,LS,Special Teams,DEN,610000,0,610000,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Chris Streveler,25,2020,QB,Offense,ARI,610000,0,610000,0.003,NFC,NFC West,8,8,0,0.5,3,410,367,43,0.441406,0.474609,No,No
Blake Cashman,24,2020,ILB,Defense,NYJ,528232,75773,604005,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
Jordan Fuller,22,2020,FS,Defense,LAR/STL,560588,42678,603266,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
Olamide Zaccheaus,23,2020,WR,Offense,ATL,601472,1666,603138,0.003,NFC,NFC South,4,12,0,0.25,4,396,414,-18,0.390625,0.550781,No,No
Quez Watkins,22,2020,WR,Offense,PHI,560587,42416,603002,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Chris Claybrooks,22,2020,CB,Defense,JAX,572936,25596,598532,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Luke Gifford,25,2020,ILB,Defense,DAL,595588,1666,597254,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Isaiah Coulter,22,2020,WR,Offense,HOU,523527,73238,596764,0.003,AFC,AFC South,4,12,0,0.25,3,384,464,-80,0.21875,0.541016,No,No
Renell Wren,25,2020,DT,Defense,CIN,425000,170649,595649,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
Brett Rypien,24,2020,QB,Offense,DEN,595590,0,595590,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
DeShawn Williams,28,2020,DT,Defense,DEN,595590,0,595590,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Keaton Sutherland,23,2020,C,Offense,CIN,595588,0,595588,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
Tanner Hudson,26,2020,TE,Offense,TB,595588,0,595588,0.003,NFC,NFC South,11,5,0,0.6875,2,492,355,137,0.392045,0.488281,Yes,Yes
Cam Sims,24,2020,WR,Offense,WAS,595588,0,595588,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Linden Stephens,25,2020,CB,Defense,SEA,595588,0,595588,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
Daniel Ekuale,26,2020,DT,Defense,JAX,595588,0,595588,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Iman Marshall,23,2020,CB,Defense,BAL,425000,168299,593299,0.003,AFC,AFC North,11,5,0,0.6875,2,468,303,165,0.400568,0.494141,Yes,No
Kamal Martin,22,2020,OLB,Defense,GB,523527,67766,591292,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Martinas Rankin,26,2020,LT,Offense,KC,591180,0,591180,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
Bryce Hall,23,2020,CB,Defense,NYJ,511173,78951,590124,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
Jordan Berry,29,2020,P,Special Teams,PIT,588824,0,588823,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
Damarious Randall,28,2020,FS,Defense,SEA,588824,0,588823,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
Nick O'Leary,28,2020,TE,Offense,LV/OAK,450000,137500,587500,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
Byron Pringle,27,2020,WR,Offense,KC,586766,0,586766,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
Bryan Mone,25,2020,DT,Defense,SEA,586766,0,586766,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
D.J. Reed,24,2020,CB,Defense,SEA,582356,0,582355,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
Marquez Callaway,22,2020,WR,Offense,NO,572941,3333,576274,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
Josh Metellus,22,2020,S,Defense,MIN,574118,0,574117,0.003,NFC,NFC North,7,9,0,0.4375,3,430,475,-45,0.366071,0.503906,No,No
Gabe Nabers,23,2020,TE,Offense,LAC/SD,574118,0,574117,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Myles Bryant,22,2020,CB,Defense,NE,574118,0,574117,0.003,AFC,AFC East,7,9,0,0.4375,3,326,353,-27,0.428571,0.527344,No,No
Nick Westbrook,23,2020,WR,Offense,TEN,574118,0,574117,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
Amani Bledsoe,22,2020,DE,Defense,CIN,574112,0,574112,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
Ken Crawley,27,2020,CB,Defense,NO,695882,0,573534,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
Jeff Wilson,25,2020,RB,Offense,SF,573532,0,573531,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Blake Gillikin,22,2020,P,Special Teams,NO,572941,500,573441,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
Justin Herron,25,2020,LT,Offense,NE,529995,43115,573109,0.003,AFC,AFC East,7,9,0,0.4375,3,326,353,-27,0.428571,0.527344,No,No
Kabion Ento,24,2020,CB,Defense,GB,572941,0,572941,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Jeff Smith,23,2020,WR,Offense,NYJ,572940,0,572939,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
Allen Lazard,25,2020,WR,Offense,GB,572059,0,572058,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Essang Bassey,22,2020,CB,Defense,DEN,560584,6666,567249,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Dante Pettis,25,2020,WR,Offense,NYG,562166,0,562165,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
Preston Williams,23,2020,WR,Offense,MIA,557354,3333,560687,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
Frankie Luvu,24,2020,OLB,Defense,NYJ,560588,0,560588,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
Noah Togiai,23,2020,TE,Offense,IND,560571,0,560570,0.002,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
Jordan Willis,25,2020,DE,Defense,SF,559867,0,559867,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Dallin Leavitt,26,2020,SS,Defense,LV/OAK,555884,0,555884,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
Parry Nickerson,26,2020,CB,Defense,GB,555884,0,555884,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Ty Johnson,23,2020,RB,Offense,NYJ,555884,0,555884,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
DeAndre Washington,27,2020,RB,Offense,MIA,555882,0,555882,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
Ryan Neal,25,2020,CB,Defense,SEA,555882,0,555882,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
Travis Fulgham,25,2020,WR,Offense,PHI,555882,0,555882,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Andrew Beck,24,2020,TE,Offense,DEN,552942,0,552942,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Taywan Taylor,25,2020,WR,Offense,CLE,548529,0,548529,0.002,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
Iosua Opeta,24,2020,G,Offense,PHI,547059,0,547059,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Devine Ozigbo,24,2020,RB,Offense,JAX,544706,0,544705,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Tae Crowder,23,2020,ILB,Defense,NYG,519995,18872,538867,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
P.J. Locke,23,2020,S,Defense,DEN,538235,0,538235,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Joe Walker,28,2020,ILB,Defense,SF,533824,0,533823,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Kyle Phillips,23,2020,DE,Defense,NYJ,527942,1666,529608,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
Ross Cockrell,29,2020,CB,Defense,TB,642353,0,529416,0.003,NFC,NFC South,11,5,0,0.6875,2,492,355,137,0.392045,0.488281,Yes,Yes
Justin Hamilton,27,2020,DT,Defense,DAL,529416,0,529416,0.002,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Kyle Emanuel,29,2020,OLB,Defense,HOU,642353,0,529416,0.002,AFC,AFC South,4,12,0,0.25,3,384,464,-80,0.21875,0.541016,No,No
Xavier Williams,28,2020,DT,Defense,CIN,642353,0,529412,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
Garrett Gilbert,29,2020,QB,Offense,DAL,529412,0,529411,0.002,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Josh McCown,41,2020,QB,Offense,HOU,526471,0,526471,0.002,AFC,AFC South,4,12,0,0.25,3,384,464,-80,0.21875,0.541016,No,No
Greg Stroman,24,2020,CB,Defense,WAS,498530,18944,517474,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Greg Senat,26,2020,T,Offense,DAL,516176,0,516176,0.002,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Brett Toth,24,2020,LT,Offense,PHI,516176,0,516176,0.002,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Hunter Bryant,22,2020,TE,Offense,DET,499996,6666,506661,0.002,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
Artavis Pierce,24,2020,RB,Offense,CHI,502353,0,502352,0.002,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
Jovante Moffatt,24,2020,S,Defense,CLE,502353,0,502352,0.002,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
Javelin Guidry Jr.,22,2020,CB,Defense,NYJ,502353,0,502352,0.002,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
Luke Juriga,23,2020,C,Offense,PHI,502353,0,502352,0.002,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Madre Harper,23,2020,CB,Defense,NYG,502353,0,502352,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
Darius Harris,24,2020,OLB,Defense,KC,502348,0,502348,0.002,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
Tyrel Dodson,22,2020,ILB,Defense,BUF,499996,2000,501995,0.002,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
Otaro Alaka,24,2020,ILB,Defense,BAL,498530,3333,501863,0.003,AFC,AFC North,11,5,0,0.6875,2,468,303,165,0.400568,0.494141,Yes,No
Johnathan Joseph,36,2020,CB,Defense,ARI,494118,0,494118,0.003,NFC,NFC West,8,8,0,0.5,3,410,367,43,0.441406,0.474609,No,No
Tre Roberson,28,2020,CB,Defense,CHI,430500,37500,493000,0.002,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
Margus Hunt,33,2020,DE,Defense,CIN,679412,0,485298,0.002,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
Justin Zimmer,28,2020,DT,Defense,BUF,485298,0,485298,0.002,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
Damontre Moore,28,2020,DE,Defense,SEA,588819,0,485298,0.002,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
Aaron Lynch,27,2020,OLB,Defense,JAX,588824,0,485298,0.002,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Jabaal Sheard,31,2020,DE,Defense,NYG,679412,0,485298,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
Senorise Perry,29,2020,RB,Offense,TEN,910000,0,485295,0.002,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
Jamar Taylor,30,2020,CB,Defense,SF,485294,0,485294,0.002,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Billy Winn,31,2020,DE,Defense,GB,485294,0,485294,0.002,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Robert Foster,26,2020,WR,Offense,WAS,485294,0,485294,0.002,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Elijah Lee,24,2020,OLB,Defense,CLE,485290,0,485290,0.002,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
Simon Stepaniak,23,2020,G,Offense,GB,439993,38041,478034,0.002,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
David Blough,25,2020,QB,Offense,DET,476472,0,476472,0.002,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
Austin Larkin,25,2020,DE,Defense,CAR,476472,0,476472,0.002,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
Robert Jackson,27,2020,CB,Defense,CLE,476471,0,476470,0.002,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
DeAndrew White,29,2020,WR,Offense,BAL,475000,0,475000,0.002,AFC,AFC North,11,5,0,0.6875,2,468,303,165,0.400568,0.494141,Yes,No
Joshua Perkins,27,2020,TE,Offense,PHI,475000,0,475000,0.002,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Del'Shawn Phillips,24,2020,OLB,Defense,BUF,473117,0,473117,0.002,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
Bennie Fowler,29,2020,WR,Offense,NO,467647,0,467647,0.002,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
Jonathan Ward,23,2020,RB,Offense,ARI,466471,0,466470,0.002,NFC,NFC West,8,8,0,0.5,3,410,367,43,0.441406,0.474609,No,No
Chapelle Russell,23,2020,LB,Defense,TB,466471,0,466470,0.002,NFC,NFC South,11,5,0,0.6875,2,492,355,137,0.392045,0.488281,Yes,Yes
Francis Bernard,25,2020,LB,Defense,DAL,466471,0,466470,0.002,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Salvon Ahmed,22,2020,RB,Offense,MIA,466471,0,466470,0.002,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
Trystan Colon-Castillo,22,2020,C,Offense,BAL,466471,0,466470,0.002,AFC,AFC North,11,5,0,0.6875,2,468,303,165,0.400568,0.494141,Yes,No
Tyron Johnson,24,2020,WR,Offense,LAC/SD,466466,0,466466,0.002,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Justin Strnad,24,2020,ILB,Defense,DEN,400000,59443,459443,0.002,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Kelvin Harmon,24,2020,WR,Offense,WAS,425000,31960,456960,0.002,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Dontavius Russell,25,2020,DT,Defense,JAX,425000,20796,445796,0.002,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Andre Smith,23,2020,ILB,Defense,BUF,441180,0,441180,0.002,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
Daren Bates,30,2020,ILB,Defense,TEN,535294,0,441180,0.002,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
Sylvester Williams,32,2020,DT,Defense,DEN,535294,0,441180,0.002,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Chris Jones,25,2020,CB,Defense,MIN,441176,0,441176,0.002,NFC,NFC North,7,9,0,0.4375,3,430,475,-45,0.366071,0.503906,No,No
Cole Toner,26,2020,RT,Offense,LAC/SD,441176,0,441176,0.002,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
David Quessenberry,30,2020,LT,Offense,TEN,441176,0,441176,0.002,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
John Lovett,24,2020,FB,Offense,GB,439411,0,439411,0.002,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Eli Ankou,26,2020,DT,Defense,DAL,436765,0,436764,0.002,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Jordan Brailford,25,2020,OLB,Defense,MIN,430588,0,430588,0.002,NFC,NFC North,7,9,0,0.4375,3,430,475,-45,0.366071,0.503906,No,No
Tyler Hall,22,2020,CB,Defense,ATL,430588,0,430588,0.002,NFC,NFC South,4,12,0,0.25,4,396,414,-18,0.390625,0.550781,No,No
Lamar Jackson,22,2020,CB,Defense,NYJ,430588,0,430588,0.002,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
Austin Mack,23,2020,WR,Offense,NYG,430588,0,430588,0.002,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
JuJu Hughes,22,2020,S,Defense,LAR/STL,430584,0,430584,0.002,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
Casey Toohill,24,2020,DE,Defense,WAS,430584,0,430584,0.002,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Sam Mustipher,24,2020,C,Offense,CHI,430584,0,430584,0.002,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
Chris Thompson,26,2020,WR,Offense,SF,425000,0,425000,0.002,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
